"Specimen"	"Species"	"Barcode"	"Siphonophore"	"Copepod"	"Decapod"	"Euphausid"	"Mysid"	"Lophogastrid"	"Stomatopod"	"Ostracod"	"Bivalve"	"Larvacean"	"Salp"	"Scyphomedusa"	"Ctenophore"	"Actinopteri"	"Amphipod"	"Isopod"	"Echinoderm"	"Polychaete"	"Chaetognath"	"Gastropod"	"Doliolid"	"Pyrosome"	"Sponge"	"Ascidian"	"Hydrozoan"	"Anemone"	"Branchiopod"	"Bryozoan"	"Nemertean"	"Sipunculan"	"Echiurid"	"Rotifer"	"Gastrotrich"	"Platyctenid"	"Orthonectid"	"Trematode"	"Cestode"	"Nematode"	"Myxozoan"	"Ichthyiophonid"	"Mite"	"Insect"	"Oligochaete"	"Shark"	"Tetrapod"	"Pollen"	"Eukaryote"	"Bacteria"
"D1138-BW34"	"Nanomia sp. shallow"	"V9"	52294	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"D1138-BW6"	"Nanomia sp. shallow"	"V9"	43662	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"KiloMoana2018-BW7-4"	"Nanomia sp. shallow"	"V9"	417885	10336	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	416437	12
"BIOS19-D1-P1"	"Physalia physalis"	"V9"	59266	0	0	0	0	0	0	0	0	0	0	0	0	842	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	713	0
"BIOS19-D1-P2"	"Physalia physalis"	"V9"	67958	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	10	0	320	0
"BIOS19-D1-P3"	"Physalia physalis"	"V9"	1800	0	0	0	0	0	0	0	0	6	0	0	0	236	0	0	0	0	0	360	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	72	0
"BIOS19-D1-P4"	"Physalia physalis"	"V9"	59870	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"BIOS19-D1-P5"	"Physalia physalis"	"V9"	166532	52	9090	0	176	0	0	0	0	12	0	0	96	1904	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	2846	0	22	41	0	20	0	0	0	2393	0	53882	25
"D1244-D3"	"Praya dubia"	"V9"	88178	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"D960-BW2"	"Praya dubia"	"V9"	169208	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3718	0	0	0	0	0	0	0	0	0	0	0	28
"D1166-D8"	"Resomia dunni"	"V9"	229636	548	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	10	1058	0
"D1168-D8"	"Resomia dunni"	"V9"	36436	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0
"D963-D4"	"Resomia dunni"	"V9"	365622	0	0	0	0	0	0	0	0	0	0	0	0	68	0	0	38	0	0	0	0	0	0	0	0	0	0	4	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	972	0
"D965-D7"	"Resomia ornicephala"	"V9"	204460	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	62	0	292	0
"D1245-D6"	"Sphaeronectes christiansonae"	"V9"	170886	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"26Mar19-BW3-20.1"	"Sphaeronectes koellikeri"	"V9"	85032	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"26Mar19-BW3-20.2"	"Sphaeronectes koellikeri"	"V9"	62428	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0
"26Mar19-BW3-20.3"	"Sphaeronectes koellikeri"	"V9"	74158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"26Mar19-BW3-35"	"Sphaeronectes koellikeri"	"V9"	61582	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"26Mar19-BW3-35.1"	"Sphaeronectes koellikeri"	"V9"	132690	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"26Mar19-BW3-35.2"	"Sphaeronectes koellikeri"	"V9"	76872	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"26Mar19-BW3-35.3"	"Sphaeronectes koellikeri"	"V9"	60882	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"26Mar19-BW3-35.4"	"Sphaeronectes koellikeri"	"V9"	67732	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"26Mar19-BW3-35.5"	"Sphaeronectes koellikeri"	"V9"	61230	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"D1138-BW60"	"Sphaeronectes koellikeri"	"V9"	23894	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"D1243-D3"	"Stephanomia amphytridis"	"V9"	97812	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44	0
"D1245-D11"	"Stephanomia amphytridis"	"V9"	53796	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"D856-SS8"	"Stephanomia amphytridis"	"V9"	410228	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	224	0
"Groton1_Dive2_4"	"Sulculeolaria chuni"	"V9"	361934	518	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	0
"D1019-D5"	"Undescribed physonect L"	"V9"	477038	0	0	0	0	0	0	0	70	40	0	0	2176	8	0	0	0	0	4	0	0	0	172	18	0	0	0	0	0	0	0	0	0	0	0	0	4	0	64	0	0	32	28	0	24	0	1478	0
"D1241-SS9"	"Undescribed physonect L"	"V9"	41080	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"D1241-D6"	"Undescribed physonect ZigZag"	"V9"	48034	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"D1137-D8"	"Vogtia serrata"	"V9"	42254	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	34	0	10013	8
"D1243-SS10"	"Vogtia serrata"	"V9"	133946	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"D961-SS1"	"Vogtia serrata"	"V9"	205667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	54	0	2765	0
"D1243-BW5"	"Agalma okenii"	"V5-V7S"	52322	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"D1244-BW3"	"Agalma okenii"	"V5-V7S"	73918	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"D1244-BW4"	"Agalma okenii"	"V5-V7S"	119140	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"D1240-D1"	"Apolemia lanosa"	"V5-V7S"	26304	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"D858-D6"	"Apolemia lanosa"	"V5-V7S"	1636809	0	0	0	0	0	22	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	2	0	0	0	2	4638	0
"D964-D1"	"Apolemia lanosa"	"V5-V7S"	213003	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0
"D1137-SS2"	"Apolemia rubriversa"	"V5-V7S"	44846	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"D1240-D12"	"Apolemia rubriversa"	"V5-V7S"	148184	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"D1242-D2"	"Apolemia rubriversa"	"V5-V7S"	119378	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"D1243-D2"	"Apolemia rubriversa"	"V5-V7S"	74198	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"D1244-MS2"	"Apolemia rubriversa"	"V5-V7S"	79006	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"D1244-MS3"	"Apolemia rubriversa"	"V5-V7S"	115598	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54	0
"D1245-D1"	"Apolemia rubriversa"	"V5-V7S"	72808	566	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0
"D1240-D10"	"Apolemia sp"	"V5-V7S"	73228	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	31	0	27922	0
"D1242-SS4"	"Apolemia undescribed sp"	"V5-V7S"	61156	0	0	560	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"D1244-D2"	"Apolemia undescribed sp"	"V5-V7S"	98468	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0
"D1163-D4"	"Bargmannia amoena"	"V5-V7S"	86084	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2170	0
"D1165-SS12"	"Bargmannia amoena"	"V5-V7S"	38486	494	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	276	0
"D861-D12"	"Bargmannia amoena"	"V5-V7S"	448458	0	0	0	850170	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	120	0	0	0	0	0	0	0	0	2	0	43800	8	0	0	0	6	12	0	0	24	0	3304	0
"D1168-SS7"	"Bargmannia elongata"	"V5-V7S"	34850	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	652	0	0	0	0	14630	0
"D1164-SS7"	"Bargmannia lata"	"V5-V7S"	39176	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1696	0	0	0	0	3248	0
"D1240-D9"	"Bargmannia lata"	"V5-V7S"	71898	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	676	0	0	196	0	4230	0
"D1242-D6"	"Bargmannia lata"	"V5-V7S"	77194	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"D1240-MS1"	"Chuniphyes moserae"	"V5-V7S"	75858	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"D1137-MS5"	"Chuniphyes multidentata"	"V5-V7S"	50354	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"D1241-SS2"	"Chuniphyes multidentata"	"V5-V7S"	41720	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"D1242-SS12"	"Chuniphyes multidentata"	"V5-V7S"	51704	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"D1243-SS11"	"Chuniphyes multidentata"	"V5-V7S"	45262	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"D1244-SS9"	"Chuniphyes multidentata"	"V5-V7S"	84290	126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"D1243-SS9"	"Cordagalma ordinatum"	"V5-V7S"	253766	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	70	0	0	6	0	466	0
"D1243-SS8"	"Craseoa lathetica"	"V5-V7S"	32302	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"D960-SS1"	"Craseoa lathetica"	"V5-V7S"	268650	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72	0	0	0	0	0	0	0	0	0	0	0	0	69	0	1922	0
"D1244-SS12"	"Desmophyes annectens"	"V5-V7S"	17768	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"26Mar19-BW3-1"	"Diphyes dispar"	"V5-V7S"	62484	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"26Mar19-BW3-38"	"Diphyes dispar"	"V5-V7S"	57790	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"26Mar19-BW3-39"	"Diphyes dispar"	"V5-V7S"	48296	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0
"26Mar19-BW4-30"	"Diphyes dispar"	"V5-V7S"	56840	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"D1243-BW19"	"Diphyes dispar"	"V5-V7S"	79428	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"D1243-BW25"	"Diphyes dispar"	"V5-V7S"	86896	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"D1243-BW28"	"Diphyes dispar"	"V5-V7S"	95152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"D1243-BW29"	"Diphyes dispar"	"V5-V7S"	82576	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"D1243-BW30"	"Diphyes dispar"	"V5-V7S"	99896	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"D1243-BW31"	"Diphyes dispar"	"V5-V7S"	70358	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"D1243-BW32"	"Diphyes dispar"	"V5-V7S"	78384	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"D1243-BW33"	"Diphyes dispar"	"V5-V7S"	70134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"D1243-BW37"	"Diphyes dispar"	"V5-V7S"	107410	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"D1244-BW1"	"Diphyes dispar"	"V5-V7S"	66172	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"D1244-BW24"	"Diphyes dispar"	"V5-V7S"	118616	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	180	0
"D1240-D6"	"Erenna cornuta"	"V5-V7S"	93692	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"D860-D6"	"Erenna sirena"	"V5-V7S"	597024	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	864	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	610	0
"D1242-MS6"	"Forskalia formosa"	"V5-V7S"	30482	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"D1242-SS1"	"Forskalia formosa"	"V5-V7S"	113926	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"D963-SS6"	"Forskalia formosa"	"V5-V7S"	109718	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	122	0	0	0
"D1137-D7"	"Forskalia sp."	"V5-V7S"	69122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"D1137-D9"	"Forskalia sp."	"V5-V7S"	74748	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"D1243-D4"	"Forskalia sp."	"V5-V7S"	49624	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"D1245-D9"	"Forskalia sp."	"V5-V7S"	82022	472	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0	422	0
"M123-SS8"	"Forskalia sp."	"V5-V7S"	10958	0	171470	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	355	0
"D1023-MS2"	"Frillagalma vityazi"	"V5-V7S"	210483	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	105	0	0	176	112	620	0
"D1240-SS5"	"Frillagalma vityazi"	"V5-V7S"	43600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	32	0
"D1242-D8"	"Frillagalma vityazi"	"V5-V7S"	40010	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"D1241-D10"	"Gymnopraia lapislazula"	"V5-V7S"	77224	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"D1243-SS7"	"Gymnopraia lapislazula"	"V5-V7S"	83898	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"D965-D10"	"Gymnopraia lapislazula"	"V5-V7S"	163560	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	126	0
"D1244-D8"	"Halistemma rubrum"	"V5-V7S"	71088	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"D1241-MS6"	"Kephyes ovata"	"V5-V7S"	46602	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"D1241-SS8"	"Kephyes ovata"	"V5-V7S"	48736	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"D1242-SS12b"	"Lensia conoidea"	"V5-V7S"	65416	214	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"D1241-D5"	"Lilyopsis fluoracantha"	"V5-V7S"	83216	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"D1169-SS8"	"Lychnagalma utricularia"	"V5-V7S"	14190	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"D1242-SS10"	"Lychnagalma utricularia"	"V5-V7S"	22466	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
