sample	Extraction#	Specimen	Species	Feature_name	OTU	abundance	run	barcode	database	Broad.group	Phylum	Class	L1	L2	L3	L4	L5	L6	L7	L8	L9	L10	R1	pR1	R2	pR2	R3	pR3	R4	pR4	R5	pR5	R6	pR6	R7	pR7	R8	pR8	R9	pR9	R10	pR10	R11	pR11	R12	pR12	R13	pR13	R14	pR14	R15	pR15	R16	pR16	R17	pR17	R18	pR18	R19	pR19	R20	pR20
170_Physalia	170	BIOS19-D2-P5	Physalia physalis	3df8945d7f3f35b7f5462f0633154b94	Eukaryota_Metazoa_Platyhelminthes_Trematoda_Digenea	23	RUN1	179	GenBank	Trematode	Platyhelminthes	Trematoda	Digenea	Azygiida	Hemiuroidea	Hemiuridae	Merlucciotrema	Merlucciotrema praeclarum					Eukaryota	85.15	Metazoa	85.15	Platyhelminthes	85.15	Trematoda	85.15	Digenea	85.15	Azygiida	85.15	Hemiuroidea	85.15	Hemiuridae	85.15	Merlucciotrema	17.69	Merlucciotrema praeclarum	88.47																				
170_Physalia	170	BIOS19-D2-P5	Physalia physalis	5e5c0bd70deaa1a3426fcdca7c7c1ece	Eukaryota_Metazoa_Ecdysozoa_Arthropoda_Crustacea_Malacostraca_Eumalacostraca_Eucarida_Decapoda_Pleocyemata_Caridea	1220	RUN1	261	SILVA	Decapod	Arthropoda	Crustacea	Malacostraca	Eumalacostraca	Eucarida	Decapoda	Pleocyemata	Caridea					Eukaryota	92.01	Metazoa	92.01	Ecdysozoa	92.01	Arthropoda	92.01	Crustacea	92.01	Malacostraca	92.01	Eumalacostraca	92.01	Eucarida	92.01	Decapoda	92.01	Pleocyemata	92.01	Caridea	92.01	Alpheoidea	36.82	Alpheidae	36.82	unclassified Alpheidae	18.41	Alpheidae sp. BOLD:ACR5025	18.41										
170_Physalia	170	BIOS19-D2-P5	Physalia physalis	18f9d9400af60125986792ee0837d276	Eukaryota_Metazoa_Chordata_Craniata_Vertebrata_Euteleostomi_Actinopterygii_Neopterygii_Teleostei_Neoteleostei_Acanthomorphata_Carangaria_Pleuronectiformes_Pleuronectoidei	121	RUN1	261	SILVA	Actinopteri	Chordata	Craniata	Vertebrata	Euteleostomi	Actinopterygii	Neopterygii	Teleostei	Neoteleostei	Acanthomorphata	Carangaria	Pleuronectiformes	Pleuronectoidei	Eukaryota	91.00	Metazoa	91.00	Chordata	91.00	Craniata	91.00	Vertebrata	91.00	Euteleostomi	91.00	Actinopterygii	91.00	Neopterygii	91.00	Teleostei	91.00	Neoteleostei	91.00	Acanthomorphata	91.00	Carangaria	91.00	Pleuronectiformes	91.00	Pleuronectoidei	91.00	Rhombosoleidae	36.40	Rhombosolea	18.20	Rhombosolea tapirina 	18.20						
170_Physalia	170	BIOS19-D2-P5	Physalia physalis	033710110ef4efd61bcbed4daf0657ce	Eukaryota_Metazoa_Chordata_Craniata_Vertebrata_Euteleostomi_Actinopterygii_Neopterygii_Teleostei_Neoteleostei_Acanthomorphata_Carangaria_Pleuronectiformes_Pleuronectoidei	117	RUN1	261	SILVA	Actinopteri	Chordata	Craniata	Vertebrata	Euteleostomi	Actinopterygii	Neopterygii	Teleostei	Neoteleostei	Acanthomorphata	Carangaria	Pleuronectiformes	Pleuronectoidei	Eukaryota	90.99	Metazoa	90.99	Chordata	90.99	Craniata	90.99	Vertebrata	90.99	Euteleostomi	90.99	Actinopterygii	90.99	Neopterygii	90.99	Teleostei	90.99	Neoteleostei	90.99	Acanthomorphata	90.99	Carangaria	90.99	Pleuronectiformes	90.99	Pleuronectoidei	90.99	Scophthalmidae	54.59	Scophthalmus	54.59	Scophthalmus maximus 	54.59						
170_Physalia	170	BIOS19-D2-P5	Physalia physalis	409e4ff145cac03860dad730deb2c9d6	Eukaryota_Metazoa_Ecdysozoa_Arthropoda_Crustacea_Malacostraca_Eumalacostraca_Eucarida_Decapoda_Pleocyemata_Caridea	854	RUN1	261	SILVA	Decapod	Arthropoda	Crustacea	Malacostraca	Eumalacostraca	Eucarida	Decapoda	Pleocyemata	Caridea					Eukaryota	91.95	Metazoa	91.95	Ecdysozoa	91.95	Arthropoda	91.95	Crustacea	91.95	Malacostraca	91.95	Eumalacostraca	91.95	Eucarida	91.95	Decapoda	91.95	Pleocyemata	91.95	Caridea	91.95	Alpheoidea	36.82	Alpheidae	36.82	unclassified Alpheidae	18.41	Alpheidae sp. BOLD:ACR5025	18.41										
170_Physalia	170	BIOS19-D2-P5	Physalia physalis	e4c690000961ac6ef86c1115293fbb6d	Eukaryota_Metazoa_Platyhelminthes_Trematoda_Digenea	102	RUN1	261	SILVA	Trematode	Platyhelminthes	Trematoda	Digenea										Eukaryota	89.91	Metazoa	89.91	Platyhelminthes	72.00	Trematoda	72.00	Digenea	72.00	Azygiida	54.09	Hemiuroidea	36.06	Hemiuridae	36.06	Lecithochirium	18.14	Lecithochirium caesionis	18.14																				
170_Physalia	170	BIOS19-D2-P5	Physalia physalis	85374734982cd42db42756aa5ecff3ad	Eukaryota_Metazoa_Platyhelminthes_Trematoda_Digenea	100	RUN1	261	SILVA	Trematode	Platyhelminthes	Trematoda	Digenea										Eukaryota	90.19	Metazoa	90.19	Platyhelminthes	90.19	Trematoda	90.19	Digenea	90.19	Azygiida	54.25	Hemiuroidea	36.17	Hemiuridae	36.17	Lecithochirium	18.20	Lecithochirium caesionis	18.20																				
170_Physalia	170	BIOS19-D2-P5	Physalia physalis	5e5c0bd70deaa1a3426fcdca7c7c1ece	Eukaryota_Metazoa_Ecdysozoa_Arthropoda_Crustacea_Malacostraca_Eumalacostraca_Eucarida_Decapoda_Pleocyemata_Caridea	1220	RUN1	261	GenBank	Decapod	Arthropoda	Crustacea	Malacostraca	Eumalacostraca	Eucarida	Decapoda	Pleocyemata	Caridea					Eukaryota	92.01	Metazoa	92.01	Ecdysozoa	92.01	Arthropoda	92.01	Crustacea	92.01	Malacostraca	92.01	Eumalacostraca	92.01	Eucarida	92.01	Decapoda	92.01	Pleocyemata	92.01	Caridea	92.01	Alpheoidea	36.82	Alpheidae	36.82	unclassified Alpheidae	18.41	Alpheidae sp. BOLD:ACR5025	18.41										
170_Physalia	170	BIOS19-D2-P5	Physalia physalis	18f9d9400af60125986792ee0837d276	Eukaryota_Metazoa_Chordata_Craniata_Vertebrata_Euteleostomi_Actinopterygii_Neopterygii_Teleostei_Neoteleostei_Acanthomorphata	121	RUN1	261	GenBank	Actinopteri	Chordata	Craniata	Vertebrata	Euteleostomi	Actinopterygii	Neopterygii	Teleostei	Neoteleostei	Acanthomorphata	Carangaria	Pleuronectiformes	Pleuronectoidei	Eukaryota	91.00	Metazoa	91.00	Chordata	91.00	Craniata	91.00	Vertebrata	91.00	Euteleostomi	91.00	Actinopterygii	91.00	Neopterygii	91.00	Teleostei	91.00	Neoteleostei	91.00	Acanthomorphata	91.00	Carangaria	91.00	Pleuronectiformes	91.00	Pleuronectoidei	91.00	Rhombosoleidae	36.40	Rhombosolea	18.20	Rhombosolea tapirina 	18.20						
170_Physalia	170	BIOS19-D2-P5	Physalia physalis	033710110ef4efd61bcbed4daf0657ce	Eukaryota_Metazoa_Chordata_Craniata_Vertebrata_Euteleostomi_Actinopterygii_Neopterygii_Teleostei_Neoteleostei_Acanthomorphata	117	RUN1	261	GenBank	Actinopteri	Chordata	Craniata	Vertebrata	Euteleostomi	Actinopterygii	Neopterygii	Teleostei	Neoteleostei	Acanthomorphata	Carangaria	Pleuronectiformes	Pleuronectoidei	Eukaryota	90.99	Metazoa	90.99	Chordata	90.99	Craniata	90.99	Vertebrata	90.99	Euteleostomi	90.99	Actinopterygii	90.99	Neopterygii	90.99	Teleostei	90.99	Neoteleostei	90.99	Acanthomorphata	90.99	Carangaria	90.99	Pleuronectiformes	90.99	Pleuronectoidei	90.99	Scophthalmidae	54.59	Scophthalmus	54.59	Scophthalmus maximus 	54.59						
170_Physalia	170	BIOS19-D2-P5	Physalia physalis	409e4ff145cac03860dad730deb2c9d6	Eukaryota_Metazoa_Ecdysozoa_Arthropoda_Crustacea_Malacostraca_Eumalacostraca_Eucarida_Decapoda_Pleocyemata_Caridea	854	RUN1	261	GenBank	Decapod	Arthropoda	Crustacea	Malacostraca	Eumalacostraca	Eucarida	Decapoda	Pleocyemata	Caridea					Eukaryota	91.95	Metazoa	91.95	Ecdysozoa	91.95	Arthropoda	91.95	Crustacea	91.95	Malacostraca	91.95	Eumalacostraca	91.95	Eucarida	91.95	Decapoda	91.95	Pleocyemata	91.95	Caridea	91.95	Alpheoidea	36.82	Alpheidae	36.82	unclassified Alpheidae	18.41	Alpheidae sp. BOLD:ACR5025	18.41										
170_Physalia	170	BIOS19-D2-P5	Physalia physalis	e4c690000961ac6ef86c1115293fbb6d	Eukaryota_Metazoa_Platyhelminthes_Trematoda_Digenea	102	RUN1	261	GenBank	Trematode	Platyhelminthes	Trematoda	Digenea										Eukaryota	89.91	Metazoa	89.91	Platyhelminthes	72.00	Trematoda	72.00	Digenea	72.00	Azygiida	54.09	Hemiuroidea	36.06	Hemiuridae	36.06	Lecithochirium	18.14	Lecithochirium caesionis	18.14																				
170_Physalia	170	BIOS19-D2-P5	Physalia physalis	85374734982cd42db42756aa5ecff3ad	Eukaryota_Metazoa_Platyhelminthes_Trematoda_Digenea	100	RUN1	261	GenBank	Trematode	Platyhelminthes	Trematoda	Digenea										Eukaryota	90.19	Metazoa	90.19	Platyhelminthes	90.19	Trematoda	90.19	Digenea	90.19	Azygiida	54.25	Hemiuroidea	36.17	Hemiuridae	36.17	Lecithochirium	18.20	Lecithochirium caesionis	18.20																				
170_Physalia	170	BIOS19-D2-P5	Physalia physalis	db760645fac8fbdf06256ac48d53519c	Eukaryota_Metazoa_Chordata_Craniata_Vertebrata_Euteleostomi	80	RUN1	272	SILVA	Contamination	Chordata	Craniata	Vertebrata	Euteleostomi									Eukaryota	92.48	Metazoa	92.48	Chordata	92.48	Craniata	92.48	Vertebrata	92.48	Euteleostomi	92.48	Archelosauria	18.53	Testudines	18.53	Cryptodira	18.53	Durocryptodira	18.53	Testudinoidea	18.53	Emydidae	18.53	Trachemys	18.53	Trachemys scripta elegans	18.53												
170_Physalia	170	BIOS19-D2-P5	Physalia physalis	9fd049d6afb7caa47772714d1f1ab766	Eukaryota_Metazoa_Ecdysozoa_Arthropoda_Crustacea_Malacostraca_Eumalacostraca_Eucarida_Decapoda_Pleocyemata_Caridea	507	RUN1	272	SILVA	Decapod	Arthropoda	Crustacea	Malacostraca	Eumalacostraca	Eucarida	Decapoda	Pleocyemata	Caridea					Eukaryota	91.62	Metazoa	91.62	Ecdysozoa	91.62	Arthropoda	91.62	Crustacea	91.62	Malacostraca	91.62	Eumalacostraca	91.62	Eucarida	91.62	Decapoda	91.62	Pleocyemata	91.62	Caridea	91.62	Alpheoidea	18.44	Alpheidae	18.44	Alpheopsis	18.44	Alpheopsis trigonus	18.44										
170_Physalia	170	BIOS19-D2-P5	Physalia physalis	059d8425e102ab49beaadc5ec02f5ed2	Eukaryota_Metazoa_Platyhelminthes_Trematoda_Digenea	139	RUN1	272	SILVA	Trematode	Platyhelminthes	Trematoda	Digenea										Eukaryota	91.41	Metazoa	91.41	Platyhelminthes	91.41	Trematoda	91.41	Digenea	91.41	Azygiida	36.17	Hemiuroidea	36.17	Hemiuridae	36.17	Lecithochirium	18.13	Lecithochirium caesionis	18.13																				
170_Physalia	170	BIOS19-D2-P5	Physalia physalis	5ae013c6417001757af5f9dc6c0ebc93	Eukaryota_Metazoa_Ecdysozoa_Arthropoda_Crustacea_Malacostraca_Eumalacostraca_Eucarida_Decapoda_Pleocyemata_Brachyura_Eubrachyura_Majoidea	87	RUN1	272	SILVA	Decapod	Arthropoda	Crustacea	Malacostraca	Eumalacostraca	Eucarida	Decapoda	Pleocyemata	Brachyura	Eubrachyura	Majoidea	Mithracidae		Eukaryota	92.05	Metazoa	92.05	Ecdysozoa	92.05	Arthropoda	92.05	Crustacea	92.05	Malacostraca	92.05	Eumalacostraca	92.05	Eucarida	92.05	Decapoda	92.05	Pleocyemata	92.05	Brachyura	92.05	Eubrachyura	92.05	Majoidea	92.05	Mithracidae	73.65	Mithraculus	36.84	Mithraculus cinctimanus	18.44								
170_Physalia	170	BIOS19-D2-P5	Physalia physalis	96c440c022b9ed6d218a743b731dbdc1	Eukaryota_Metazoa_Platyhelminthes_Trematoda_Digenea	93	RUN1	272	SILVA	Trematode	Platyhelminthes	Trematoda	Digenea										Eukaryota	91.41	Metazoa	91.41	Platyhelminthes	91.41	Trematoda	91.41	Digenea	91.41	Azygiida	36.17	Hemiuroidea	36.17	Hemiuridae	36.17	Lecithochirium	18.13	Lecithochirium caesionis	18.13																				
170_Physalia	170	BIOS19-D2-P5	Physalia physalis	27988da6b62b444e389033c83484a73f	Eukaryota_Metazoa_Platyhelminthes_Trematoda_Digenea_Azygiida_Hemiuroidea_Hemiuridae	21	RUN1	272	SILVA	Trematode	Platyhelminthes	Trematoda	Digenea	Azygiida	Hemiuroidea	Hemiuridae							Eukaryota	91.62	Metazoa	91.62	Platyhelminthes	91.62	Trematoda	91.62	Digenea	91.62	Azygiida	73.44	Hemiuroidea	73.44	Hemiuridae	73.44	Lecithocladium	18.40	Lecithocladium excisum	18.40																				
170_Physalia	170	BIOS19-D2-P5	Physalia physalis	db760645fac8fbdf06256ac48d53519c	Eukaryota_Metazoa_Chordata_Craniata_Vertebrata_Euteleostomi	80	RUN1	272	GenBank	Contamination	Chordata	Craniata	Vertebrata	Euteleostomi									Eukaryota	92.48	Metazoa	92.48	Chordata	92.48	Craniata	92.48	Vertebrata	92.48	Euteleostomi	92.48	Archelosauria	18.53	Testudines	18.53	Cryptodira	18.53	Durocryptodira	18.53	Testudinoidea	18.53	Emydidae	18.53	Trachemys	18.53	Trachemys scripta elegans	18.53												
170_Physalia	170	BIOS19-D2-P5	Physalia physalis	9fd049d6afb7caa47772714d1f1ab766	Eukaryota_Metazoa_Ecdysozoa_Arthropoda_Crustacea_Malacostraca_Eumalacostraca_Eucarida_Decapoda_Pleocyemata_Caridea	507	RUN1	272	GenBank	Decapod	Arthropoda	Crustacea	Malacostraca	Eumalacostraca	Eucarida	Decapoda	Pleocyemata	Caridea					Eukaryota	91.62	Metazoa	91.62	Ecdysozoa	91.62	Arthropoda	91.62	Crustacea	91.62	Malacostraca	91.62	Eumalacostraca	91.62	Eucarida	91.62	Decapoda	91.62	Pleocyemata	91.62	Caridea	91.62	Alpheoidea	18.44	Alpheidae	18.44	Alpheopsis	18.44	Alpheopsis trigonus	18.44										
170_Physalia	170	BIOS19-D2-P5	Physalia physalis	059d8425e102ab49beaadc5ec02f5ed2	Eukaryota_Metazoa_Platyhelminthes_Trematoda_Digenea	139	RUN1	272	GenBank	Trematode	Platyhelminthes	Trematoda	Digenea										Eukaryota	91.41	Metazoa	91.41	Platyhelminthes	91.41	Trematoda	91.41	Digenea	91.41	Azygiida	36.17	Hemiuroidea	36.17	Hemiuridae	36.17	Lecithochirium	18.13	Lecithochirium caesionis	18.13																				
170_Physalia	170	BIOS19-D2-P5	Physalia physalis	5ae013c6417001757af5f9dc6c0ebc93	Eukaryota_Metazoa_Ecdysozoa_Arthropoda_Crustacea_Malacostraca_Eumalacostraca_Eucarida_Decapoda_Pleocyemata_	87	RUN1	272	GenBank	Decapod	Arthropoda	Crustacea	Malacostraca	Eumalacostraca	Eucarida	Decapoda	Pleocyemata	Brachyura	Eubrachyura	Majoidea	Mithracidae		Eukaryota	92.05	Metazoa	92.05	Ecdysozoa	92.05	Arthropoda	92.05	Crustacea	92.05	Malacostraca	92.05	Eumalacostraca	92.05	Eucarida	92.05	Decapoda	92.05	Pleocyemata	92.05	Brachyura	92.05	Eubrachyura	92.05	Majoidea	92.05	Mithracidae	73.65	Mithraculus	36.84	Mithraculus cinctimanus	18.44								
170_Physalia	170	BIOS19-D2-P5	Physalia physalis	96c440c022b9ed6d218a743b731dbdc1	Eukaryota_Metazoa_Platyhelminthes_Trematoda_Digenea	93	RUN1	272	GenBank	Trematode	Platyhelminthes	Trematoda	Digenea										Eukaryota	91.41	Metazoa	91.41	Platyhelminthes	91.41	Trematoda	91.41	Digenea	91.41	Azygiida	36.17	Hemiuroidea	36.17	Hemiuridae	36.17	Lecithochirium	18.13	Lecithochirium caesionis	18.13																				
170_Physalia	170	BIOS19-D2-P5	Physalia physalis	27988da6b62b444e389033c83484a73f	Eukaryota_Metazoa_Platyhelminthes_Trematoda_Digenea_Azygiida	21	RUN1	272	GenBank	Trematode	Platyhelminthes	Trematoda	Digenea	Azygiida	Hemiuroidea	Hemiuridae							Eukaryota	91.62	Metazoa	91.62	Platyhelminthes	91.62	Trematoda	91.62	Digenea	91.62	Azygiida	73.44	Hemiuroidea	73.44	Hemiuridae	73.44	Lecithocladium	18.40	Lecithocladium excisum	18.40																				
171_Physalia	171	BIOS19-D2-P5	Physalia physalis	c26844089d1166ae982a3785afd45b9b	Eukaryota_Metazoa_Chordata_Craniata_Vertebrata_Euteleostomi	39	RUN1	134	SILVA	Contamination	Chordata	Craniata	Vertebrata	Euteleostomi									Eukaryota	90.53	Metazoa	90.53	Chordata	90.53	Craniata	90.53	Vertebrata	90.53	Euteleostomi	90.53	Amphibia	36.21	Batrachia	36.21	Anura	36.21	Neobatrachia	36.21	Hyloidea	36.21	Hylidae	18.10	Hylinae	18.10	Dendropsophini	18.10	Scinax	18.10	Scinax ruber 	18.10								
171_Physalia	171	BIOS19-D2-P5	Physalia physalis	3ba02aef78ce8c44ae5f1daff88d4f7a	Eukaryota_Metazoa_Chordata_Craniata_Vertebrata_Euteleostomi	52	RUN1	134	SILVA	Contamination	Chordata	Craniata	Vertebrata	Euteleostomi									Eukaryota	90.53	Metazoa	90.53	Chordata	90.53	Craniata	90.53	Vertebrata	90.53	Euteleostomi	90.53	Amphibia	36.21	Batrachia	36.21	Anura	36.21	Neobatrachia	36.21	Hyloidea	36.21	Hylidae	18.10	Hylinae	18.10	Dendropsophini	18.10	Scinax	18.10	Scinax ruber 	18.10								
171_Physalia	171	BIOS19-D2-P5	Physalia physalis	c26844089d1166ae982a3785afd45b9b	Eukaryota_Metazoa_Chordata_Craniata_Vertebrata_Euteleostomi	39	RUN1	134	GenBank	Contamination	Chordata	Craniata	Vertebrata	Euteleostomi									Eukaryota	90.53	Metazoa	90.53	Chordata	90.53	Craniata	90.53	Vertebrata	90.53	Euteleostomi	90.53	Amphibia	36.21	Batrachia	36.21	Anura	36.21	Neobatrachia	36.21	Hyloidea	36.21	Hylidae	18.10	Hylinae	18.10	Dendropsophini	18.10	Scinax	18.10	Scinax ruber 	18.10								
171_Physalia	171	BIOS19-D2-P5	Physalia physalis	3ba02aef78ce8c44ae5f1daff88d4f7a	Eukaryota_Metazoa_Chordata_Craniata_Vertebrata_Euteleostomi	52	RUN1	134	GenBank	Contamination	Chordata	Craniata	Vertebrata	Euteleostomi									Eukaryota	90.53	Metazoa	90.53	Chordata	90.53	Craniata	90.53	Vertebrata	90.53	Euteleostomi	90.53	Amphibia	36.21	Batrachia	36.21	Anura	36.21	Neobatrachia	36.21	Hyloidea	36.21	Hylidae	18.10	Hylinae	18.10	Dendropsophini	18.10	Scinax	18.10	Scinax ruber 	18.10								
171_Physalia	171	BIOS19-D2-P5	Physalia physalis	285cbcb7d6193244b7a3e1511d056278	Eukaryota_Metazoa_Chordata_Craniata_Vertebrata	57	RUN1	152	SILVA	Contamination	Chordata	Craniata	Vertebrata										Eukaryota	91.67	Metazoa	91.67	Chordata	91.67	Craniata	91.67	Vertebrata	91.67	Chondrichthyes	55.00	Elasmobranchii	55.00	Squalimorphii	36.66	Echinorhinidae	18.33	Echinorhinus	18.33	Echinorhinus cookei 	18.33																		
171_Physalia	171	BIOS19-D2-P5	Physalia physalis	b7f540728dd7eee8cc851b987ede234e	Eukaryota_Metazoa_Chordata_Craniata_Vertebrata	50	RUN1	152	SILVA	Contamination	Chordata	Craniata	Vertebrata										Eukaryota	91.67	Metazoa	91.67	Chordata	91.67	Craniata	91.67	Vertebrata	91.67	Chondrichthyes	55.00	Elasmobranchii	55.00	Squalimorphii	36.66	Echinorhinidae	18.33	Echinorhinus	18.33	Echinorhinus cookei 	18.33																		
171_Physalia	171	BIOS19-D2-P5	Physalia physalis	285cbcb7d6193244b7a3e1511d056278	Eukaryota_Metazoa_Chordata_Craniata_Vertebrata_Euteleostomi	57	RUN1	152	GenBank	Contamination	Chordata	Craniata	Vertebrata										Eukaryota	91.67	Metazoa	91.67	Chordata	91.67	Craniata	91.67	Vertebrata	91.67	Chondrichthyes	55.00	Elasmobranchii	55.00	Squalimorphii	36.66	Echinorhinidae	18.33	Echinorhinus	18.33	Echinorhinus cookei 	18.33																		
171_Physalia	171	BIOS19-D2-P5	Physalia physalis	b7f540728dd7eee8cc851b987ede234e	Eukaryota_Metazoa_Chordata_Craniata_Vertebrata_Euteleostomi	50	RUN1	152	GenBank	Contamination	Chordata	Craniata	Vertebrata										Eukaryota	91.67	Metazoa	91.67	Chordata	91.67	Craniata	91.67	Vertebrata	91.67	Chondrichthyes	55.00	Elasmobranchii	55.00	Squalimorphii	36.66	Echinorhinidae	18.33	Echinorhinus	18.33	Echinorhinus cookei 	18.33																		
171_Physalia	171	BIOS19-D2-P5	Physalia physalis	3559b2923abd00c0622f00aa5b59ac32	Eukaryota_Metazoa_Chordata_Craniata_Vertebrata_Euteleostomi_Actinopterygii_Neopterygii_Teleostei	95	RUN1	166	SILVA	Actinopteri	Chordata	Craniata	Vertebrata	Euteleostomi	Actinopterygii	Neopterygii	Teleostei						Eukaryota	91.25	Metazoa	91.25	Chordata	91.25	Craniata	91.25	Vertebrata	91.25	Euteleostomi	73.00	Actinopterygii	73.00	Neopterygii	73.00	Teleostei	73.00	Neoteleostei	18.25	Acanthomorphata	18.25	Ovalentaria	18.25	Mugilomorphae	18.25	Mugilidae	18.25	Liza	18.25	Liza ramado 	18.25								
171_Physalia	171	BIOS19-D2-P5	Physalia physalis	0db086fdf5aae8c49ead0e0c4687a269	Eukaryota_Metazoa_Chordata_Craniata_Vertebrata_Euteleostomi	33	RUN1	166	SILVA	Contamination	Chordata	Craniata	Vertebrata	Euteleostomi									Eukaryota	91.78	Metazoa	91.78	Chordata	91.78	Craniata	91.78	Vertebrata	91.78	Euteleostomi	91.78	Archelosauria	18.35	Archosauria	18.35	Dinosauria	18.35	Saurischia	18.35	Theropoda	18.35	Coelurosauria	18.35	Aves	18.35	Neognathae	18.35	Galloanserae	18.35	Galliformes	18.35	Phasianidae	18.35	Phasianinae	18.35	Gallus	18.35	Gallus gallus 	18.35
171_Physalia	171	BIOS19-D2-P5	Physalia physalis	3559b2923abd00c0622f00aa5b59ac32	Eukaryota_Metazoa_Chordata_Craniata_Vertebrata_Euteleostomi_Actinopterygii_Neopterygii_Teleostei	95	RUN1	166	GenBank	Actinopteri	Chordata	Craniata	Vertebrata	Euteleostomi	Actinopterygii	Neopterygii	Teleostei						Eukaryota	91.25	Metazoa	91.25	Chordata	91.25	Craniata	91.25	Vertebrata	91.25	Euteleostomi	73.00	Actinopterygii	73.00	Neopterygii	73.00	Teleostei	73.00	Neoteleostei	18.25	Acanthomorphata	18.25	Ovalentaria	18.25	Mugilomorphae	18.25	Mugilidae	18.25	Liza	18.25	Liza ramado 	18.25								
171_Physalia	171	BIOS19-D2-P5	Physalia physalis	0db086fdf5aae8c49ead0e0c4687a269	Eukaryota_Metazoa_Chordata_Craniata_Vertebrata_Euteleostomi	33	RUN1	166	GenBank	Contamination	Chordata	Craniata	Vertebrata	Euteleostomi									Eukaryota	91.78	Metazoa	91.78	Chordata	91.78	Craniata	91.78	Vertebrata	91.78	Euteleostomi	91.78	Archelosauria	18.35	Archosauria	18.35	Dinosauria	18.35	Saurischia	18.35	Theropoda	18.35	Coelurosauria	18.35	Aves	18.35	Neognathae	18.35	Galloanserae	18.35	Galliformes	18.35	Phasianidae	18.35	Phasianinae	18.35	Gallus	18.35	Gallus gallus 	18.35
171_Physalia	171	BIOS19-D2-P5	Physalia physalis	0bfad0cbb9323b10755f665860bce882	Eukaryota_Metazoa_Chordata_Craniata	216	RUN1	261	GenBank	Contamination													Eukaryota	92.09	Metazoa	92.09	Cnidaria	18.41	Anthozoa	18.41	Hexacorallia	18.41	Actiniaria	18.41	Nynantheae	18.41	Actiniidae	18.41	Anthopleura	18.41	Anthopleura elegantissima 	18.41																				
180_Reso	180	D1168-D8	Resomia dunni	cdf9fee210c1acfaa4d60ee3c47800e2	Eukaryota_Metazoa_Ecdysozoa_Arthropoda	22	RUN2	261	GenBank	Contamination	Arthropoda	Crustacea	Maxillopoda	Pentastomida	Porocephalida								Eukaryota	88.70	Metazoa	88.70	Ecdysozoa	88.70	Arthropoda	88.70	Crustacea	88.70	Maxillopoda	88.70	Pentastomida	88.70	Porocephalida	88.70	Linguatulidae	53.22	Linguatula	53.22	Linguatula serrata(0)																			
184_Barg	184	D1168-SS7	Bargmannia elongata	ad9de123467b8b6fc4bd4f3b371b978a	Eukaryota_Metazoa_Cnidaria	90	RUN2	152	GenBank	Contamination													Eukaryota	90.30	Metazoa	54.18	Cnidaria	54.18	Hydrozoa	54.18	Hydroidolina	54.18	Leptothecata	54.18	Sertulariidae	54.18	Sertularella	54.18	Sertularella mediterranea	18.06																						
184_Barg	184	D1168-SS7	Bargmannia elongata	f8a7fa17cd0c74bf9d59a2d45ff85783	Eukaryota_Metazoa_Chordata_Craniata_Vertebrata_Euteleostomi	14	RUN2	166	GenBank	Contamination	Chordata	Craniata	Vertebrata	Euteleostomi	Mammalia	Eutheria							Eukaryota	91.80	Metazoa	91.80	Chordata	91.80	Craniata	91.80	Vertebrata	91.80	Euteleostomi	91.80	Mammalia	73.44	Eutheria	73.44	Laurasiatheria	36.72	Carnivora	36.72	Caniformia	36.72	Ursidae	18.36	Ursus	18.36	Ursus maritimus 	18.36												
184_Barg	184	D1168-SS7	Bargmannia elongata	c03d531fdfb4a5673501d31fd3ab2a83	Eukaryota_Metazoa_Ecdysozoa_Arthropoda	4783	RUN2	261	GenBank	Contamination	Arthropoda	Crustacea	Maxillopoda	Pentastomida	Porocephalida								Eukaryota	88.70	Metazoa	88.70	Ecdysozoa	88.70	Arthropoda	88.70	Crustacea	88.70	Maxillopoda	88.70	Pentastomida	88.70	Porocephalida	88.70	Linguatulidae	53.22	Linguatula	53.22	Linguatula serrata(0)																			
184_Barg	184	D1168-SS7	Bargmannia elongata	cdf9fee210c1acfaa4d60ee3c47800e2	Eukaryota_Metazoa_Ecdysozoa_Arthropoda	3847	RUN2	261	GenBank	Contamination	Arthropoda	Crustacea	Maxillopoda	Pentastomida	Porocephalida								Eukaryota	88.70	Metazoa	88.70	Ecdysozoa	88.70	Arthropoda	88.70	Crustacea	88.70	Maxillopoda	88.70	Pentastomida	88.70	Porocephalida	88.70	Linguatulidae	53.22	Linguatula	53.22	Linguatula serrata(0)																			
184_Barg	184	D1168-SS7	Bargmannia elongata	d416cb1ae87a3580180f9b8e75d56d84	Eukaryota_Metazoa_Ecdysozoa_Nematoda_Chromadorea_Tylenchida_Tylenchina_Tylenchoidea_Hoplolaimidae_Rotylenchulinae_Rotylenchus	181	RUN2	261	GenBank	Contamination													Eukaryota	88.23	Fungi	17.56	Dikarya	17.56	Ascomycota	17.56	Saccharomycotina	17.56	Saccharomycetes	17.56	Saccharomycetales	17.56	Trichomonascaceae	17.56	Wickerhamiella	17.56	Wickerhamiella sp. 9E1	21.95																				
